City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
498,Solnechnyy,RU,2020-05-08 18:50:48,50.72,136.63,36.79,81,0,3.96,clear sky,0,0
499,Humenne,SK,2020-05-08 18:50:54,48.94,21.92,50.0,60,100,4.18,overcast clouds,0,0
500,Chiredzi,ZW,2020-05-08 18:51:11,-21.05,31.67,64.33,60,0,4.85,clear sky,0,0
501,Khani,GE,2020-05-08 18:51:11,41.96,42.96,51.8,100,90,9.17,light rain,0,0
502,Plouzane,FR,2020-05-08 18:51:30,48.38,-4.62,68.0,68,13,12.75,few clouds,0,0
503,Sheridan,US,2020-05-08 18:51:31,44.83,-106.92,59.0,32,1,2.26,clear sky,0,0
504,Coihaique,CL,2020-05-08 18:51:31,-45.58,-72.07,50.0,93,90,6.93,moderate rain,0,0
505,Netrakona,BD,2020-05-08 18:51:31,24.88,90.72,78.26,42,0,6.89,clear sky,0,0
506,Gizo,SB,2020-05-08 18:51:35,-8.1,156.84,82.2,77,8,6.35,clear sky,0,0
507,San Quintin,MX,2020-05-08 18:51:35,30.48,-115.95,74.64,47,0,10.0,clear sky,0,0
508,Bama,NG,2020-05-08 18:51:35,11.52,13.69,94.57,24,17,6.51,few clouds,0,0
509,Alakurtti,RU,2020-05-08 18:51:36,66.97,30.35,36.0,58,100,1.99,overcast clouds,0,0
510,Rocha,UY,2020-05-08 18:51:36,-34.48,-54.33,62.13,61,0,7.56,clear sky,0,0
511,Ninh Binh,VN,2020-05-08 18:51:37,20.25,105.97,80.98,86,58,7.85,broken clouds,0,0
512,Mwanza,TZ,2020-05-08 18:51:37,-2.52,32.9,73.4,73,20,8.28,few clouds,0,0
513,Cidreira,BR,2020-05-08 18:51:37,-30.18,-50.21,63.43,67,0,6.89,clear sky,0,0
514,Bowen,AU,2020-05-08 18:51:38,-20.02,148.23,68.0,93,4,4.7,clear sky,0,0
515,Kuandian,CN,2020-05-08 18:51:38,40.73,124.78,48.69,92,100,3.67,light rain,0,0
516,Qui Nhon,VN,2020-05-08 18:51:38,13.77,109.23,79.09,89,97,5.57,overcast clouds,0,0
517,Calvinia,ZA,2020-05-08 18:51:39,-31.47,19.78,67.14,24,0,4.07,clear sky,0,0
518,Sokoni,TZ,2020-05-08 18:44:21,-6.43,39.55,80.6,69,40,9.17,scattered clouds,0,0
519,Hualmay,PE,2020-05-08 18:51:39,-11.1,-77.61,73.67,68,5,11.45,clear sky,0,0
520,Zapolyarnyy,RU,2020-05-08 18:51:39,69.42,30.81,35.6,64,100,5.82,overcast clouds,0,0
521,Taksimo,RU,2020-05-08 18:51:39,56.34,114.88,33.44,87,93,3.27,overcast clouds,0,0
522,Nemuro,JP,2020-05-08 18:51:40,43.32,145.57,49.46,55,100,17.34,overcast clouds,0,0
523,Zyryanka,RU,2020-05-08 18:51:40,65.75,150.85,27.43,95,0,5.7,clear sky,0,0
524,Miguel Pereira,BR,2020-05-08 18:51:40,-22.45,-43.47,71.6,68,75,6.93,broken clouds,0,0
525,Shaghat,AM,2020-05-08 18:52:13,39.56,45.91,59.0,72,20,11.41,few clouds,0,0
526,San Marcos,US,2020-05-08 18:50:02,33.14,-117.17,82.99,73,1,9.17,clear sky,0,0
527,Yushu,CN,2020-05-08 18:53:19,44.8,126.53,50.16,94,45,7.05,scattered clouds,0,0
528,Pangoa,PE,2020-05-08 18:53:19,-12.12,-73.0,75.88,56,81,4.45,broken clouds,0,0
529,Dalmatovo,RU,2020-05-08 18:53:20,56.26,62.94,59.79,43,16,5.93,few clouds,0,0
530,Okoneshnikovo,RU,2020-05-08 18:53:20,54.84,75.08,62.26,50,0,6.42,clear sky,0,0
531,Wlodawa,PL,2020-05-08 18:53:20,51.55,23.55,55.4,71,98,1.12,overcast clouds,0,0
532,Valley City,US,2020-05-08 18:51:27,46.92,-98.0,46.4,36,40,6.93,scattered clouds,0,0
533,Port Lincoln,AU,2020-05-08 18:53:20,-34.73,135.87,53.26,64,0,23.31,clear sky,0,0
534,Mandera,KE,2020-05-08 18:53:21,3.94,41.87,84.97,59,100,8.16,overcast clouds,0,0
535,Bhawanigarh,IN,2020-05-08 18:53:21,30.27,76.03,88.41,24,0,4.47,clear sky,0,0
536,Mapiripan,CO,2020-05-08 18:53:21,2.89,-72.13,74.07,96,100,6.71,moderate rain,0,0
537,Kempsey,AU,2020-05-08 18:53:21,-31.08,152.83,55.4,93,90,3.36,overcast clouds,0,0
538,Anuradhapura,LK,2020-05-08 18:50:34,8.36,80.42,77.67,89,90,3.06,overcast clouds,0,0
539,Raudeberg,NO,2020-05-08 18:53:22,61.99,5.14,44.01,82,55,7.09,broken clouds,0,0
540,Rorvik,NO,2020-05-08 18:53:22,64.86,11.24,39.2,70,75,9.17,broken clouds,0,0
541,Kangaatsiaq,GL,2020-05-08 18:53:22,68.31,-53.46,32.04,89,99,17.63,overcast clouds,0,0
542,Kununurra,AU,2020-05-08 18:53:22,-15.77,128.73,62.6,88,0,3.06,clear sky,0,0
543,Taketa,JP,2020-05-08 18:53:24,32.97,131.38,53.92,90,90,3.06,overcast clouds,0,0
544,Falam,MM,2020-05-08 18:53:24,22.92,93.68,57.63,64,0,4.03,clear sky,0,0
545,Tucumcari,US,2020-05-08 18:53:24,35.17,-103.72,57.2,35,1,18.34,clear sky,0,0
546,Pilar,BR,2020-05-08 18:53:24,-9.6,-35.96,86.0,58,40,6.93,scattered clouds,0,0
547,Aripuana,BR,2020-05-08 18:53:24,-9.17,-60.63,86.14,57,83,3.04,broken clouds,0,0
548,Guiratinga,BR,2020-05-08 18:53:25,-16.35,-53.76,78.53,59,60,3.56,broken clouds,0,0
549,Lambarene,GA,2020-05-08 18:53:25,-0.7,10.24,78.71,90,100,5.01,moderate rain,0,0
550,Roebourne,AU,2020-05-08 18:53:26,-20.78,117.13,75.96,55,18,6.2,few clouds,0,0
551,Necochea,AR,2020-05-08 18:49:32,-38.55,-58.74,68.0,48,95,11.01,overcast clouds,0,0
552,Ossora,RU,2020-05-08 18:53:26,59.24,163.07,30.31,97,100,14.61,light snow,0,0
553,Athabasca,CA,2020-05-08 18:53:27,54.72,-113.29,55.92,39,19,9.15,few clouds,0,0
554,Tirat Karmel,IL,2020-05-08 18:53:27,32.76,34.97,73.99,60,7,14.0,clear sky,0,0
555,Houston,US,2020-05-08 18:52:52,29.76,-95.36,89.6,55,40,16.11,scattered clouds,0,0
556,Marrakesh,MA,2020-05-08 18:49:41,31.63,-8.01,77.0,47,20,12.75,few clouds,0,0
557,Ngunguru,NZ,2020-05-08 18:53:27,-35.62,174.5,46.99,6,25,1.99,scattered clouds,0,0
558,Sawai Madhopur,IN,2020-05-08 18:53:28,25.98,76.37,90.46,15,0,1.54,clear sky,0,0
559,Hengshui,CN,2020-05-08 18:53:28,37.73,115.7,50.29,95,1,5.79,clear sky,0,0
560,Wainwright,CA,2020-05-08 18:53:28,52.84,-110.86,49.24,66,100,17.83,overcast clouds,0,0
561,Ulaanbaatar,MN,2020-05-08 18:51:40,47.91,106.88,33.8,74,40,15.66,scattered clouds,0,0
562,Ballina,AU,2020-05-08 18:53:28,-28.87,153.57,61.0,93,75,4.7,broken clouds,0,0
